0.1,5.81592e+08,6.37014e+08
0.01,5.80928e+08,7.35129e+08
0.001,5.8249e+08,8.14202e+08
0.0001,5.80971e+08,9.18737e+08
1e-05,5.8248e+08,9.97244e+08
1e-06,5.80426e+08,1.07501e+09
1e-07,5.80809e+08,1.18034e+09
1e-08,5.80889e+08,1.25908e+09
1e-09,5.81538e+08,1.3377e+09
1e-10,5.82407e+08,1.44282e+09
0.1,5.81592e+08,6.37014e+08
0.01,5.80928e+08,7.35129e+08
0.001,5.8249e+08,8.14202e+08
0.0001,5.80971e+08,9.18737e+08
1e-05,5.8248e+08,9.97244e+08
