1094122982	2162379306
1070656287	2162393880
3521183778	2162398808
3666943176	2162363853
1117254782	2162409162
1159508936	2162398809
3463152394	2162360846
1103956026	2162367454
1150177044	2162371663
1147489015	2162379381
419088207	2162379322
413407539	2162379322
3628684813	2162371724
182714373	2162400803
1150178244	2162371663
1159508936	2162360846
1150175268	2162409069
3520119266	2162367561
1078381007	2162410133
1159508549	2162378123
3449781694	2162409090
1150175253	2162409069
403836392	2162414664
1067844372	2162363250
3479292468	2162366234
2214007907	2162378277
1150177044	2162370870
1112665831	2162366379
3717142067	2162363173
3636164965	2162409370
3501811120	2162409069
1354678600	2162404280
1159508549	2162409069
3658991987	2162372854
182714373	2162419887
1150175256	2162398871
3505125559	2162367419
1150175267	2162398871
1150178244	2162409069
1159276139	2162410515
1072435361	2162373767
1123930660	2162418750
1159502790	2162382191
1094105027	2162370758
1159508936	2162371663
1078343212	2162409370
3521183780	2162366122
3640390208	2162373767
1150175257	2162370870
1078640973	2162367561
1159508936	2162410598
1089205910	2162374304
1109714263	2162401954
1154907809	2162379381
1159502788	2162370870
1074018157	2162369232
3521183778	2162369203
1159508549	2162370870
3625431142	2162371515
1074575735	2162371014
1072450391	2162370814
3646176439	2162414666
3555270667	2162419388
3520897883	2162367237
1159276139	2162381978
411269457	2162414666
3501811112	2162366425
182716491	2162379330
3475962471	2162410333
1193507377	2162393786
1415480853	2162377501
1083965972	2162404828
1150175256	2162410711
2163374102	2162409452
3521183780	2162394070
3628762124	2162367454
1150175268	2162410711
1066637467	2162379315
1150175254	2162410711
419087981	2162379322
